,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
5789,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,10/14/2016,10/20/2016,Ipsos,A-,405,lv,0.0233137,39.04,52.23,,,37.61504,53.31562,,,,http://www.reuters.com/statesofthenation/,47223,73900,10/22/16,09:24:53  8 Nov 2016
5790,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,10/7/2016,10/20/2016,Ipsos,A-,499,lv,0.0232573,44.14,32.36,,,42.06293,33.14476,,,,http://www.reuters.com/statesofthenation/,47205,73882,10/22/16,09:24:53  8 Nov 2016
5791,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,10/15/2016,10/19/2016,Google Consumer Surveys,B,286,lv,0.02323,38.59,29.67,6.51,,44.03337,38.22515,4.341295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47119,73752,10/21/16,09:24:53  8 Nov 2016
5792,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,9/30/2016,10/20/2016,Ipsos,A-,292,lv,0.0232237,47.68,43.43,,,46.01701,44.36553,,,,http://www.reuters.com/statesofthenation/,47210,73887,10/22/16,09:24:53  8 Nov 2016
5793,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/18/2016,10/26/2016,SurveyMonkey,C-,861,lv,0.0231753,49.0,35.0,11.0,,47.58813,37.05165,7.332718,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47585,74475,10/27/16,09:24:53  8 Nov 2016
5794,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/25/2016,10/31/2016,SurveyMonkey,C-,659,lv,0.0230943,48.0,35.0,10.0,,46.70174,35.64424,7.025347,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47912,74968,11/1/16,09:24:53  8 Nov 2016
5795,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/28/2016,11/3/2016,SurveyMonkey,C-,1016,lv,0.0230846,43.0,44.0,9.0,,41.67032,43.79635,6.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48297,75664,11/4/16,09:24:53  8 Nov 2016
5796,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/20/2016,10/28/2016,SurveyMonkey,C-,479,lv,0.0230679,36.0,53.0,6.0,,34.54714,54.02404,2.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47656,74632,10/28/16,09:24:53  8 Nov 2016
5798,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,10/20/2016,10/28/2016,SurveyMonkey,C-,793,lv,0.0229858,52.0,34.0,9.0,,50.58827,35.46318,5.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47703,74679,10/28/16,09:24:53  8 Nov 2016
5799,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,10/20/2016,10/24/2016,Google Consumer Surveys,B,813,lv,0.0229564,43.94,28.62,4.76,,49.28711,36.45693,3.125673,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47387,74424,10/27/16,09:24:53  8 Nov 2016
5800,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,10/15/2016,10/19/2016,Google Consumer Surveys,B,398,lv,0.0229253,33.15,43.68,5.4,,38.57777,52.05707,3.231295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47120,73753,10/21/16,09:24:53  8 Nov 2016
5801,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,9/30/2016,10/20/2016,Ipsos,A-,283,lv,0.0229238,34.43,52.7,,,33.05082,53.83801,,,,http://www.reuters.com/statesofthenation/,47187,73864,10/22/16,09:24:53  8 Nov 2016
5802,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,10/15/2016,10/19/2016,Google Consumer Surveys,B,387,lv,0.0228726,29.2,45.11,5.4,,34.60474,53.22411,3.231295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47143,73776,10/21/16,09:24:53  8 Nov 2016
5803,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,10/29/2016,11/4/2016,SurveyMonkey,C-,1604,lv,0.0228058,37.0,47.0,9.0,,35.68126,46.66925,6.503679,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48429,75899,11/5/16,09:24:53  8 Nov 2016
5804,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,10/20/2016,10/28/2016,SurveyMonkey,C-,1177,lv,0.0227513,41.0,44.0,9.0,,39.58331,45.41019,5.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47671,74647,10/28/16,09:24:53  8 Nov 2016
5805,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/27/2016,11/2/2016,SurveyMonkey,C-,529,lv,0.0227353,47.0,38.0,7.0,,45.71184,38.10087,4.269698,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48148,75417,11/3/16,09:24:53  8 Nov 2016
5806,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,10/20/2016,10/28/2016,SurveyMonkey,C-,694,lv,0.0227257,47.0,37.0,9.0,,45.58079,38.38331,5.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47679,74655,10/28/16,09:24:53  8 Nov 2016
5807,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,9/30/2016,10/20/2016,Ipsos,A-,363,lv,0.0226613,45.62,42.61,,,44.02038,43.76713,,,,http://www.reuters.com/statesofthenation/,47197,73874,10/22/16,09:24:53  8 Nov 2016
5808,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/18/2016,10/26/2016,SurveyMonkey,C-,1175,lv,0.0226093,42.0,34.0,20.0,,40.56249,35.70394,16.33272,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47587,74477,10/27/16,09:24:53  8 Nov 2016
5809,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,9/30/2016,10/20/2016,Ipsos,A-,121,lv,0.0225392,47.83,33.89,,,46.34991,34.9713,,,,http://www.reuters.com/statesofthenation/,47191,73868,10/22/16,09:24:53  8 Nov 2016
5810,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,10/27/2016,11/2/2016,Ipsos,A-,688,lv,0.0224791,39.31,49.09,,,38.53985,48.57848,,,,http://www.reuters.com/statesofthenation/,48253,75554,11/3/16,09:24:53  8 Nov 2016
5811,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,9/30/2016,10/20/2016,Ipsos,A-,381,lv,0.0224523,36.08,51.27,,,33.67663,51.33955,,,,http://www.reuters.com/statesofthenation/,47217,73894,10/22/16,09:24:53  8 Nov 2016
5812,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,8/25/2016,8/27/2016,Emerson College,B,800,lv,0.022433,42.5,43.4,9.8,,44.96889,45.25922,6.054959,,,http://media.wix.com/ugd/3bebb2_865ec63b1c494be78da4af7d7834766c.pdf,45046,69100,8/29/16,09:24:53  8 Nov 2016
5813,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/10/2016,10/14/2016,Google Consumer Surveys,B,71,lv,0.0223918,47.86,23.29,11.46,,53.57361,32.69912,8.893444,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46986,73475,10/17/16,09:24:53  8 Nov 2016
5814,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,10/25/2016,10/31/2016,SurveyMonkey,C-,648,lv,0.0223904,41.0,48.0,6.0,,39.6096,48.24858,3.025346,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47907,74963,11/1/16,09:24:53  8 Nov 2016
5815,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,10/28/2016,11/3/2016,SurveyMonkey,C-,646,lv,0.0222914,37.0,52.0,5.0,,35.63839,51.73864,2.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48287,75654,11/4/16,09:24:53  8 Nov 2016
5816,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,7/20/2016,7/21/2016,Tarrance Group,B,503,rv,0.0221836,36.0,50.0,,,36.68027,51.45522,,,,http://www.slideshare.net/AbdulHakimShabazz/brooks-v-gregg,44693,68290,7/27/16,09:24:53  8 Nov 2016
5818,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,9/30/2016,10/20/2016,Ipsos,A-,179,lv,0.0221171,45.11,39.21,,,42.96293,40.16891,,,,http://www.reuters.com/statesofthenation/,47211,73888,10/22/16,09:24:53  8 Nov 2016
5819,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,10/15/2016,10/19/2016,Google Consumer Surveys,B,424,lv,0.0221046,34.22,32.63,9.15,,39.66975,41.25797,6.981295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47115,73748,10/21/16,09:24:53  8 Nov 2016
5820,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,10/15/2016,10/19/2016,Google Consumer Surveys,B,344,lv,0.0220478,40.38,33.37,7.17,,45.8354,42.06245,5.001295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47109,73742,10/21/16,09:24:53  8 Nov 2016
5821,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,9/30/2016,10/20/2016,Ipsos,A-,150,lv,0.0219794,51.28,35.11,,,46.8297,33.35619,,,,http://www.reuters.com/statesofthenation/,47213,73890,10/22/16,09:24:53  8 Nov 2016
5822,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,10/10/2016,10/14/2016,Google Consumer Surveys,B,72,lv,0.0218405,17.11,41.53,10.23,,22.78769,50.67639,7.663445,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46984,73473,10/17/16,09:24:53  8 Nov 2016
5823,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,10/7/2016,10/20/2016,Ipsos,A-,470,lv,0.0218116,45.38,41.86,,,43.99261,43.31439,,,,http://www.reuters.com/statesofthenation/,47228,73905,10/22/16,09:24:53  8 Nov 2016
5824,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,9/15/2016,9/17/2016,Maine People's Resource Center,C,835,lv,0.0217689,37.0,36.7,11.1,,40.72607,40.38918,7.001471,,,http://mprc.me/research/0916_presidential.pdf,45898,71686,9/20/16,09:24:53  8 Nov 2016
5826,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,9/30/2016,10/20/2016,Ipsos,A-,437,lv,0.0217329,52.56,34.83,,,51.04521,36.1308,,,,http://www.reuters.com/statesofthenation/,47190,73867,10/22/16,09:24:53  8 Nov 2016
5827,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,10/18/2016,10/26/2016,SurveyMonkey,C-,800,lv,0.021656,42.0,50.0,4.0,,40.5289,51.24828,0.3327179,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47580,74470,10/27/16,09:24:53  8 Nov 2016
5828,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Hawaii,10/10/2016,10/14/2016,Google Consumer Surveys,B,66,lv,0.0216274,51.35,20.4,1.49,,57.03327,29.58722,-1.076556,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46967,73456,10/17/16,09:24:53  8 Nov 2016
5829,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/10/2016,10/14/2016,Google Consumer Surveys,B,115,lv,0.0215595,23.1,58.73,3.69,,28.74127,67.61006,1.123444,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47005,73494,10/17/16,09:24:53  8 Nov 2016
5830,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/24/2016,10/30/2016,SurveyMonkey,C-,892,lv,0.0215468,45.0,33.0,18.0,,43.65805,33.69335,14.91134,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47825,74848,10/31/16,09:24:53  8 Nov 2016
5831,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,9/30/2016,10/20/2016,Ipsos,A-,171,lv,0.0214951,35.13,50.7,,,33.15503,51.43689,,,,http://www.reuters.com/statesofthenation/,47194,73871,10/22/16,09:24:53  8 Nov 2016
5832,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,10/28/2016,11/3/2016,SurveyMonkey,C-,1055,lv,0.0214551,47.0,37.0,9.0,,45.68295,36.81915,6.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48292,75659,11/4/16,09:24:53  8 Nov 2016
5833,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/25/2016,10/31/2016,SurveyMonkey,C-,321,lv,0.0214407,27.0,58.0,6.0,,25.65944,58.46257,3.025346,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47931,74987,11/1/16,09:24:53  8 Nov 2016
5834,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/10/2016,10/14/2016,Google Consumer Surveys,B,93,lv,0.021244,41.18,28.45,5.07,,46.80293,37.1959,2.503444,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46964,73453,10/17/16,09:24:53  8 Nov 2016
5835,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/25/2016,10/31/2016,SurveyMonkey,C-,447,lv,0.0211988,31.0,49.0,10.0,,29.66336,49.47943,7.025347,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47895,74951,11/1/16,09:24:53  8 Nov 2016
5836,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,10/24/2016,10/30/2016,SurveyMonkey,C-,294,lv,0.021183,39.0,47.0,11.0,,37.66915,47.7506,7.911339,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47795,74818,10/31/16,09:24:53  8 Nov 2016
5837,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/15/2016,10/19/2016,Google Consumer Surveys,B,445,lv,0.0211739,23.68,53.37,3.64,,29.07904,61.41899,1.471295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47104,73737,10/21/16,09:24:53  8 Nov 2016
5838,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/26/2016,11/1/2016,SurveyMonkey,C-,281,lv,0.0211455,27.0,52.0,18.0,,25.6766,52.26829,15.13565,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48062,75191,11/2/16,09:24:53  8 Nov 2016
5839,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,10/15/2016,10/19/2016,Google Consumer Surveys,B,470,lv,0.0211026,47.73,23.55,5.83,,53.18328,32.21829,3.661295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47140,73773,10/21/16,09:24:53  8 Nov 2016
5840,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,9/30/2016,10/20/2016,Ipsos,A-,171,lv,0.0210672,37.3,52.08,,,36.75535,53.69521,,,,http://www.reuters.com/statesofthenation/,47206,73883,10/22/16,09:24:53  8 Nov 2016
5841,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Utah,10/28/2016,11/3/2016,SurveyMonkey,C-,1327,lv,0.0209884,30.0,33.0,7.0,26.0,28.66581,32.77941,4.36988,26.13737,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48313,75680,11/4/16,09:24:53  8 Nov 2016
5842,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,10/29/2016,11/4/2016,SurveyMonkey,C-,1253,lv,0.0209862,35.0,53.0,9.0,,33.65298,52.6321,6.503679,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48428,75898,11/5/16,09:24:53  8 Nov 2016
5843,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/18/2016,10/26/2016,SurveyMonkey,C-,500,lv,0.020964,29.0,49.0,15.0,,27.56346,50.717,11.33272,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47568,74458,10/27/16,09:24:53  8 Nov 2016
5844,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,10/7/2016,10/20/2016,Ipsos,A-,476,lv,0.0208575,57.0,25.36,,,55.32078,26.99677,,,,http://www.reuters.com/statesofthenation/,47203,73880,10/22/16,09:24:53  8 Nov 2016
5845,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,9/30/2016,10/13/2016,Ipsos,A-,433,lv,0.0207824,36.11,48.21,,,34.56475,48.9521,,,,http://reuters.com/statesofthenation/,46839,73285,10/15/16,09:24:53  8 Nov 2016
5846,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/20/2016,10/24/2016,Google Consumer Surveys,B,832,lv,0.0207579,31.5,37.21,6.33,,36.84182,44.97509,4.695673,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47391,74428,10/27/16,09:24:53  8 Nov 2016
5847,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,10/14/2016,10/20/2016,Ipsos,A-,503,lv,0.0207097,63.82,25.62,,,62.60454,27.03428,,,,http://www.reuters.com/statesofthenation/,47188,73865,10/22/16,09:24:53  8 Nov 2016
5849,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/26/2016,11/1/2016,SurveyMonkey,C-,394,lv,0.0206639,32.0,47.0,7.0,,30.67476,47.26207,4.135647,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48033,75162,11/2/16,09:24:53  8 Nov 2016
5850,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,10/20/2016,10/28/2016,SurveyMonkey,C-,528,lv,0.0206493,30.0,57.0,10.0,,28.56388,58.20275,6.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47692,74668,10/28/16,09:24:53  8 Nov 2016
5851,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,10/28/2016,11/3/2016,SurveyMonkey,C-,851,lv,0.0205883,62.0,27.0,6.0,,60.65896,26.77582,3.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48289,75656,11/4/16,09:24:53  8 Nov 2016
5852,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/17/2016,10/24/2016,Rasmussen Reports/Pulse Opinion Research,C+,875,lv,0.0205547,46.0,43.0,6.0,,46.47489,45.38165,4.949588,,,http://www.allianceesapoll.com/new-poll-results.html,47352,74099,10/25/16,09:24:53  8 Nov 2016
5853,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/17/2016,10/24/2016,Rasmussen Reports/Pulse Opinion Research,C+,875,lv,0.0205547,42.0,44.0,6.0,,42.48759,46.56002,4.949588,,,http://www.allianceesapoll.com/new-poll-results.html,47353,74100,10/25/16,09:24:53  8 Nov 2016
5854,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/17/2016,10/24/2016,Rasmussen Reports/Pulse Opinion Research,C+,875,lv,0.0205547,45.0,40.0,7.0,,45.48058,42.46154,5.949588,,,http://www.allianceesapoll.com/new-poll-results.html,47354,74102,10/25/16,09:24:53  8 Nov 2016
5855,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,10/27/2016,11/2/2016,SurveyMonkey,C-,1123,lv,0.0205212,37.0,48.0,10.0,,35.68029,48.02179,7.269698,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48145,75414,11/3/16,09:24:53  8 Nov 2016
5856,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,10/29/2016,11/4/2016,SurveyMonkey,C-,1397,lv,0.020516,53.0,36.0,7.0,,51.66118,35.64288,4.503678,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48427,75897,11/5/16,09:24:53  8 Nov 2016
5857,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,10/10/2016,10/14/2016,Google Consumer Surveys,B,71,lv,0.0205125,65.93,10.76,6.75,,71.62729,20.04976,4.183444,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47002,73491,10/17/16,09:24:53  8 Nov 2016
5858,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/25/2016,10/31/2016,SurveyMonkey,C-,298,lv,0.0204863,27.0,53.0,16.0,,25.66513,53.48701,13.02535,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47924,74980,11/1/16,09:24:53  8 Nov 2016
5859,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,10/27/2016,11/2/2016,Ipsos,A-,733,lv,0.0204218,59.58,30.7,,,59.02032,30.41763,,,,http://www.reuters.com/statesofthenation/,48216,75517,11/3/16,09:24:53  8 Nov 2016
5860,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,9/30/2016,10/20/2016,Ipsos,A-,207,lv,0.0203983,34.73,46.81,,,33.04825,47.78739,,,,http://www.reuters.com/statesofthenation/,47209,73886,10/22/16,09:24:53  8 Nov 2016
5861,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/29/2016,11/4/2016,SurveyMonkey,C-,2183,lv,0.0203845,49.0,39.0,7.0,,47.65505,38.63483,4.503678,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48460,75930,11/5/16,09:24:53  8 Nov 2016
5862,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,8/1/2016,8/3/2016,Suffolk University,B+,500,lv,0.0203455,43.2,38.8,3.8,,45.49007,43.18238,1.723309,,,http://www.suffolk.edu/documents/SUPRC/8_4_2016_marginals.pdf,44768,68499,8/4/16,09:24:53  8 Nov 2016
5863,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,10/28/2016,11/3/2016,SurveyMonkey,C-,905,lv,0.0202199,32.0,56.0,10.0,,30.65727,55.77277,7.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48305,75672,11/4/16,09:24:53  8 Nov 2016
5864,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,9/22/2016,9/23/2016,Gravis Marketing,B-,799,rv,0.0202167,37.0,41.0,6.0,,39.18074,43.5406,3.371604,,,http://www.breitbart.com/big-government/2016/09/25/exclusive-breitbartgravis-polls-trump-takes-lead-colorado-maintains-lead-ohio/,46031,71987,9/25/16,09:24:53  8 Nov 2016
5865,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,9/30/2016,10/20/2016,Ipsos,A-,202,lv,0.0201854,47.76,38.69,,,45.72667,39.65018,,,,http://www.reuters.com/statesofthenation/,47201,73878,10/22/16,09:24:53  8 Nov 2016
5866,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,10/15/2016,10/19/2016,Google Consumer Surveys,B,401,lv,0.0201313,26.92,44.64,7.1,,32.34651,53.00269,4.931295,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47145,73778,10/21/16,09:24:53  8 Nov 2016
5867,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/17/2016,10/24/2016,Rasmussen Reports/Pulse Opinion Research,C+,875,lv,0.0200992,46.0,43.0,3.0,,46.4863,45.54182,1.949588,,,http://www.allianceesapoll.com/new-poll-results.html,47351,74098,10/25/16,09:24:53  8 Nov 2016
5868,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/28/2016,11/3/2016,SurveyMonkey,C-,722,lv,0.0199267,36.0,52.0,6.0,,34.63186,51.72686,3.402406,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48269,75636,11/4/16,09:24:53  8 Nov 2016
5870,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/10/2016,10/14/2016,Google Consumer Surveys,B,91,lv,0.0197888,28.56,38.29,8.63,,34.21101,47.24126,6.063445,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46997,73486,10/17/16,09:24:53  8 Nov 2016
5871,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/24/2016,10/30/2016,SurveyMonkey,C-,635,lv,0.0197555,46.0,36.0,12.0,,44.69738,36.89618,8.911339,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47823,74846,10/31/16,09:24:53  8 Nov 2016
5872,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,7/9/2016,7/12/2016,Fox News/Anderson Robbins Research/Shaw & Company Research,A,601,rv,0.0197095,39.0,34.0,10.0,,44.34836,39.97411,5.827692,,,http://www.foxnews.com/politics/interactive/2016/07/13/fox-news-poll-71316-clinton-tops-trump-by-7-points-in-virginia/,44579,67939,7/13/16,09:24:53  8 Nov 2016
5873,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,8/8/2016,8/9/2016,Public Policy Polling,B+,947,lv,0.0197043,42.0,45.0,,,40.77929,45.8824,,,,http://www.protectmofamilies.com/images/15290/Aug2016MissouriPresidentResultsPPP_PMF.pdf,44880,68812,8/17/16,09:24:53  8 Nov 2016
5874,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,10/20/2016,10/28/2016,SurveyMonkey,C-,568,lv,0.0196745,51.0,38.0,6.0,,49.58733,39.4532,2.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47662,74638,10/28/16,09:24:53  8 Nov 2016
5875,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/17/2016,10/25/2016,SurveyMonkey,C-,361,lv,0.0196504,25.0,59.0,9.0,,23.56857,60.87516,5.224682,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47523,74315,10/26/16,09:24:53  8 Nov 2016
